scope,scope_label,detector,feature,feature_label,n,rh_positive,rh_rate,score_mean_rh_positive,score_mean_rh_negative,score_mean_difference,score_mean_difference_ci_low,score_mean_difference_ci_high,raw_point_biserial_r,raw_r_ci_low,raw_r_ci_high,adjusted_r,adjusted_r_ci_low,adjusted_r_ci_high,adjusted_risk_difference_per_10_points,adjusted_risk_difference_ci_low,adjusted_risk_difference_ci_high,within_cell_permutation_p,strata,informative_strata,detector_family_bh_q
semi,Semi feedback,gemini-3.1-pro-preview,baseline_score,Baseline score,355,17,0.04788732394366197,11.647058823529411,10.28698224852071,1.3600765750087014,-7.646509338007257,14.221681415929197,0.014075966594925802,-0.07705577050329698,0.1314326915401075,-0.029382941148596093,-0.16589967896316324,0.12295972218718616,-0.0028778574351395387,-0.016671899861828595,0.012357200710286651,0.7158284171582842,120,14,0.9610675296106752
semi,Semi feedback,gemini-3.1-pro-preview,final_score,Final score,355,17,0.04788732394366197,77.6470588235294,83.0828402366864,-5.435781413156988,-15.69515683156754,2.7389864288380563,-0.05003125427222305,-0.13518822999716404,0.024972900795540175,-0.07400768036576774,-0.1708169771577625,0.010888968516583277,-0.008988121851276546,-0.023438775783923234,0.001154025961696166,0.1625837416258374,120,12,0.9416391694163916
semi,Semi feedback,gemini-3.1-pro-preview,score_gain,Final minus baseline score,355,17,0.04788732394366197,66.0,72.79585798816568,-6.795857988165679,-23.624579796042823,5.286928070550887,-0.04784513595064001,-0.14569299066504934,0.03948339818022941,-0.024188117510782117,-0.16142998296518563,0.10072103079314079,-0.0018911192847366615,-0.01312710419022412,0.0074655921328598005,0.7233276672332767,120,16,0.9610675296106752
semi,Semi feedback,gemini-3.1-pro-preview,mean_post_score,Mean score after baseline,355,17,0.04788732394366197,75.8529411764706,78.91094674556213,-3.0580055690915344,-12.942387700626764,4.206487440711876,-0.029515354791292674,-0.11325874766022827,0.0409649569982404,-0.05150409327980454,-0.13591844955335788,0.015038386390369354,-0.006957827211999494,-0.020354475771295708,0.0020079118748650383,0.19068093190680932,120,16,0.9416391694163916
full-static,"Full, static",three-model-majority,baseline_score,Baseline score,178,13,0.07303370786516854,43.84615384615385,61.03030303030303,-17.184149184149184,-36.146873318988696,4.638308393532848,-0.17342208991470162,-0.33806246658606104,0.03952762558458985,0.024230279141404083,-0.045985530919344444,0.08378637460102112,0.0037080405932864956,-0.007360975080032209,0.014458129380854258,0.8995100489951005,60,6,1.0
full-static,"Full, static",three-model-majority,final_score,Final score,178,13,0.07303370786516854,96.23076923076923,97.93333333333334,-1.7025641025641107,-9.403470167652863,2.5389542483660112,-0.07323180243011097,-0.3150471947117495,0.09888006775386299,-0.024760972284615518,-0.14907119849998596,0.0,-0.014714537963507949,-0.33783783783783783,0.0,1.0,60,1,1.0
full-static,"Full, static",three-model-majority,score_gain,Final minus baseline score,178,13,0.07303370786516854,52.38461538461539,36.903030303030306,15.48158508158508,-5.160067873303167,31.43287679542874,0.1673504898544797,-0.04898615635321318,0.33769186705397486,-0.03155121022739418,-0.08963520168835587,0.04032163239777391,-0.004977394334066116,-0.017381371960979875,0.006092548891221119,0.8511148885111489,60,6,1.0
full-static,"Full, static",three-model-majority,mean_post_score,Mean score after baseline,178,13,0.07303370786516854,95.22307692307693,97.75818181818182,-2.535104895104894,-10.473289550646843,2.3517501825483773,-0.10884670899936584,-0.34676555192963227,0.09708308476664389,-0.09203304356949263,-0.32363403139837377,0.0,-0.05841435247354569,-0.3922315649317656,0.0,0.25007499250074994,60,4,1.0
full-static,"Full, static",complete-panel-any-detector,baseline_score,Baseline score,178,38,0.21348314606741572,48.1578947368421,62.92857142857143,-14.770676691729328,-28.87460340442483,0.8209487544188866,-0.23475721101206556,-0.46215737743227525,0.013278897727607672,0.014428121844993516,-0.19443460078867222,0.2020259349676887,0.0031225604996096834,-0.05516369701801878,0.038282368618692615,0.8842115788421158,60,12,0.9522278541376631
full-static,"Full, static",complete-panel-any-detector,final_score,Final score,178,38,0.21348314606741572,96.86842105263158,98.06428571428572,-1.1958646616541415,-5.430577956989249,1.7471809972185446,-0.08100660877445716,-0.28910593981583266,0.1347574731624903,-0.12256055987856652,-0.26247728129500136,0.0,-0.1030017657445556,-0.14,0.0,1.0,60,1,1.0
full-static,"Full, static",complete-panel-any-detector,score_gain,Final minus baseline score,178,38,0.21348314606741572,48.71052631578947,35.135714285714286,13.574812030075186,-2.1398658087575795,25.89882927174743,0.23109340763534283,-0.031349991650227366,0.45982171053566234,-0.04740890875116966,-0.21829561446398377,0.11365775171390034,-0.010576962959890497,-0.04305709595546336,0.03159987265943183,0.6456354364563544,60,12,0.8909775689097756
full-static,"Full, static",complete-panel-any-detector,mean_post_score,Mean score after baseline,178,38,0.21348314606741572,96.38157894736842,97.89642857142857,-1.5148496240601474,-5.814376458545218,1.4529850500364896,-0.10243091686023856,-0.298654291063958,0.11305520437590963,-0.09050965394653163,-0.2728463975485131,0.20895001533600185,-0.08124294999194286,-0.17813558071024518,0.35969683443130934,0.7984201579842016,60,6,0.9083411658834117
full-static,"Full, static",gpt-5.6-sol,baseline_score,Baseline score,180,34,0.18888888888888888,46.588235294117645,62.76712328767123,-16.178887993553587,-31.408049082517167,1.1611947000892577,-0.24685843885637984,-0.47551546948610207,0.017900806450143563,-0.04591455414000113,-0.3153110228350337,0.19847031676305538,-0.008970835242021682,-0.08292155051195356,0.03196702096024756,0.6806319368063194,60,10,0.9075092490750925
full-static,"Full, static",gpt-5.6-sol,final_score,Final score,180,34,0.18888888888888888,96.5,98.02739726027397,-1.5273972602739718,-6.673646199765495,1.7013588263588213,-0.09772532915979948,-0.32602549283276266,0.11870122488126086,-0.12890666747782575,-0.2476940262908572,0.0,-0.09495387954422138,-0.14,0.0,1.0,60,1,1.0
full-static,"Full, static",gpt-5.6-sol,score_gain,Final minus baseline score,180,34,0.18888888888888888,49.911764705882355,35.26027397260274,14.651490733279616,-1.8936713836477987,27.69943427249651,0.23910276107486764,-0.025353934981852046,0.47203678115887143,0.012041251742477437,-0.19974462026464682,0.211968055815106,0.002416529058761932,-0.033002106006723646,0.05672470598291262,0.9207079292070793,60,10,1.0
full-static,"Full, static",gpt-5.6-sol,mean_post_score,Mean score after baseline,180,34,0.18888888888888888,95.95588235294117,97.70753424657534,-1.7516518936341612,-6.677421373806926,1.3245158487345805,-0.10868454081888046,-0.31360705420693075,0.09891999057974679,0.0402882924372233,-0.06651241987378949,0.20395266720311037,0.02751095775435976,-0.07427589547952303,0.27270606436592615,0.8527147285271472,60,7,0.9948338499483386
full-static,"Full, static",claude-opus-4-8,baseline_score,Baseline score,179,8,0.0446927374301676,40.75,60.666666666666664,-19.916666666666664,-36.85873933388384,-4.603428571428572,-0.16006848337623594,-0.2797785125809186,-0.03248647644327818,0.09359879166804136,0.0061709683765519925,0.20074535424158382,0.013075722092115537,0.00020580373139190216,0.03864076548591071,0.5349465053494651,60,5,0.8391792399707397
full-static,"Full, static",claude-opus-4-8,final_score,Final score,179,8,0.0446927374301676,97.25,97.74853801169591,-0.4985380116959135,-7.688511491908066,2.969553388840197,-0.016797942569058633,-0.1888326137268908,0.09896949926288122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60,0,1.0
full-static,"Full, static",claude-opus-4-8,score_gain,Final minus baseline score,179,8,0.0446927374301676,56.5,37.08187134502924,19.418128654970758,5.11383386373969,35.57916791979949,0.16697794521989529,0.03863762606559031,0.30549960682252697,-0.09620044289594339,-0.19774419961242082,0.001876730405961838,-0.013812724199068158,-0.03833290076429941,0.00028033356969398444,0.535946405359464,60,5,0.8391792399707397
full-static,"Full, static",claude-opus-4-8,mean_post_score,Mean score after baseline,179,8,0.0446927374301676,95.4875,97.55497076023393,-2.067470760233931,-9.000627929374001,2.449473545842909,-0.06867931856420151,-0.2366579450589827,0.07583288888448834,-0.06288672511381023,-0.2819756531514105,0.016363134249770737,-0.03295616829616609,-0.2933960951434472,0.016826151199168197,0.5544445555444456,60,3,0.8391792399707397
