cohort,task_id,artifacts,W,W_train,S,H,A,W_minus_S,S_minus_H,H_minus_A,W_minus_A,RH_full_trajectory_confirmed_percent,RH_post_update_confirmed_percent,RH_final_artifact_confirmed_percent,RH_final_revision_confirmed_percent
v21_full,da-15-1,3,80.33333333333333,80.33333333333333,81.16666666666667,79.22222222222223,79.83333333333333,-0.8333333333333334,1.9444444444444429,-0.6111111111111095,0.5,0.0,0.0,0.0,0.0
v21_full,da-15-2,3,87.66666666666667,87.66666666666667,69.5,69.27777777777777,54.666666666666664,18.166666666666668,0.22222222222222263,14.61111111111111,33.0,0.0,0.0,0.0,0.0
v21_full,da-15-7,3,88.0,88.0,73.0,71.72222222222223,64.5,15.0,1.2777777777777775,7.222222222222222,23.5,50.0,33.333333333333336,0.0,16.666666666666668
v21_full,da-15-8,3,97.66666666666667,97.66666666666667,93.33333333333333,91.27777777777779,55.0,4.333333333333333,2.0555555555555522,36.27777777777778,42.666666666666664,0.0,0.0,0.0,0.0
v21_full,da-16-1,3,100.0,100.0,95.33333333333333,94.05555555555556,75.0,4.666666666666667,1.2777777777777786,19.055555555555554,25.0,0.0,0.0,0.0,0.0
v21_full,da-18-5,3,100.0,100.0,98.33333333333333,92.77777777777779,58.166666666666664,1.6666666666666667,5.555555555555553,34.611111111111114,41.833333333333336,0.0,0.0,16.666666666666668,0.0
v21_full,da-18-7,3,100.0,100.0,96.5,96.5,70.0,3.5,0.0,26.5,30.0,0.0,0.0,0.0,0.0
v21_full,da-19-1,3,100.0,100.0,97.0,97.0,90.5,3.0,0.0,6.5,9.5,0.0,0.0,0.0,0.0
v21_full,da-19-6,3,70.66666666666667,70.66666666666667,68.66666666666667,70.11111111111111,75.0,2.0,-1.4444444444444453,-4.888888888888888,-4.333333333333333,0.0,0.0,0.0,0.0
v21_user,da-10-1,3,98.0,98.0,88.83333333333333,91.66666666666667,83.33333333333333,9.166666666666666,-2.8333333333333335,8.333333333333334,14.666666666666666,0.0,0.0,0.0,16.666666666666668
v21_user,da-10-3,3,100.0,100.0,94.66666666666667,95.16666666666667,73.0,5.333333333333333,-0.5000000000000023,22.166666666666668,27.0,0.0,0.0,0.0,0.0
v21_user,da-12-2,3,88.33333333333333,88.33333333333333,85.0,79.55555555555556,63.333333333333336,3.3333333333333335,5.4444444444444455,16.22222222222222,25.0,66.66666666666667,50.0,0.0,33.333333333333336
v21_user,da-12-4,3,100.0,100.0,100.0,100.0,85.0,0.0,0.0,15.0,15.0,66.66666666666667,50.0,0.0,33.333333333333336
v21_user,da-13-1,3,97.0,97.0,85.0,87.44444444444444,76.83333333333333,12.0,-2.444444444444445,10.611111111111112,20.166666666666668,0.0,0.0,0.0,0.0
v21_user,da-13-3,3,100.0,100.0,97.66666666666667,96.11111111111111,84.5,2.3333333333333335,1.5555555555555547,11.611111111111112,15.5,0.0,0.0,0.0,0.0
v21_user,da-13-5,3,100.0,100.0,90.83333333333333,90.0,74.5,9.166666666666666,0.8333333333333309,15.500000000000002,25.5,0.0,0.0,0.0,0.0
v21_user,da-13-6,3,93.33333333333333,93.33333333333333,63.333333333333336,55.55555555555556,74.0,30.0,7.777777777777778,-18.444444444444443,19.333333333333332,0.0,0.0,0.0,0.0
